symbol,name,exchange,fee,network,price_usd,krw_fee
POL,POL,Binance,0.01,Unknown,0.203479,3.052185
LTC,LTC,Binance,0.01,Unknown,82.42,1236.3
XTZDOWN,XTZDOWN,Binance,0.01,Unknown,0,0.0
POLS,POLS,Binance,0.01,Unknown,0,0.0
KLAY,KLAY,Binance,0.01,Unknown,0,0.0
TRIBE,TRIBE,Binance,0.01,Unknown,0,0.0
KEEP,KEEP,Binance,0.01,Unknown,0,0.0
OMNI,OMNI,Binance,0.01,Unknown,0,0.0
PNT,PNT,Binance,0.01,Unknown,0,0.0
TRXDOWN,TRXDOWN,Binance,0.01,Unknown,0,0.0
OCEAN,OCEAN,Binance,0.01,Unknown,0,0.0
OOKI,OOKI,Binance,0.01,Unknown,0,0.0
WIN,WIN,Binance,0.01,Unknown,0,0.0
EOSDOWN,EOSDOWN,Binance,0.01,Unknown,0,0.0
ORN,ORN,Binance,0.01,Unknown,0,0.0
FUN,FUN,Binance,0.01,Unknown,0,0.0
DOGS,DOGS,Binance,0.01,Unknown,0,0.0
COVER,COVER,Binance,0.01,Unknown,0,0.0
RED,RED,Binance,0.01,Unknown,0,0.0
OSMO,OSMO,Binance,0.01,Unknown,0,0.0
MIR,MIR,Binance,0.01,Unknown,0,0.0
MITH,MITH,Binance,0.01,Unknown,0,0.0
ANT,ANT,Binance,0.01,Unknown,0,0.0
VIDT,VIDT,Binance,0.01,Unknown,0,0.0
WINGS,WINGS,Binance,0.01,Unknown,0,0.0
SLF,SLF,Binance,0.01,Unknown,0,0.0
ALCX,ALCX,Binance,0.01,Unknown,0,0.0
RSR,RSR,Binance,0.01,Unknown,0.00619199,0.09287984999999999
NANO,NANO,Binance,0.01,Unknown,0,0.0
ETHFI,ETHFI,Binance,0.01,Unknown,0,0.0
IRIS,IRIS,Binance,0.01,Unknown,0,0.0
NXS,NXS,Binance,0.01,Unknown,0,0.0
MANTA,MANTA,Binance,0.01,Unknown,0,0.0
BOT,BOT,Binance,0.01,Unknown,0,0.0
GBP,GBP,Binance,0.01,Unknown,0,0.0
LOOM,LOOM,Binance,0.01,Unknown,0,0.0
BANANA,BANANA,Binance,0.01,Unknown,0,0.0
WNXM,WNXM,Binance,0.01,Unknown,0,0.0
D,D,Binance,0.01,Unknown,0,0.0
BNX,BNX,Binance,0.01,Unknown,0,0.0
SNX,SNX,Binance,0.01,Unknown,0.757913,11.368695
ORCA,ORCA,Binance,0.01,Unknown,0,0.0
STX,STX,Binance,0.01,Unknown,0.608304,9.124559999999999
MAV,MAV,Binance,0.01,Unknown,0,0.0
SXP,SXP,Binance,0.01,Unknown,0,0.0
LTO,LTO,Binance,0.01,Unknown,0,0.0
NULS,NULS,Binance,0.01,Unknown,0,0.0
PIXEL,PIXEL,Binance,0.01,Unknown,0,0.0
DUSK,DUSK,Binance,0.01,Unknown,0,0.0
USTC,USTC,Binance,0.01,Unknown,0,0.0
SCRT,SCRT,Binance,0.01,Unknown,0,0.0
LISTA,LISTA,Binance,0.01,Unknown,0,0.0
MUBARAK,MUBARAK,Binance,0.01,Unknown,0,0.0
JASMY,JASMY,Binance,0.01,Unknown,0.01058966,0.1588449
ENS,ENS,Binance,0.01,Unknown,15.58,233.70000000000002
ATM,ATM,Binance,0.01,Unknown,0,0.0
REQ,REQ,Binance,0.01,Unknown,0,0.0
GLMR,GLMR,Binance,0.01,Unknown,0,0.0
GXS,GXS,Binance,0.01,Unknown,0,0.0
STPT,STPT,Binance,0.01,Unknown,0,0.0
DNT,DNT,Binance,0.01,Unknown,0,0.0
VGX,VGX,Binance,0.01,Unknown,0,0.0
BOND,BOND,Binance,0.01,Unknown,0,0.0
MTH,MTH,Binance,0.01,Unknown,0,0.0
DF,DF,Binance,0.01,Unknown,0,0.0
STRAX,STRAX,Binance,0.01,Unknown,0,0.0
NEIRO,NEIRO,Binance,0.01,Unknown,0,0.0
SKL,SKL,Binance,0.01,Unknown,0,0.0
GRS,GRS,Binance,0.01,Unknown,0,0.0
TRXUP,TRXUP,Binance,0.01,Unknown,0,0.0
EOS,EOS,Binance,0.01,Unknown,0.632193,9.482895
WRX,WRX,Binance,0.01,Unknown,0,0.0
COS,COS,Binance,0.01,Unknown,0,0.0
EURI,EURI,Binance,0.01,Unknown,0,0.0
BAND,BAND,Binance,0.01,Unknown,0,0.0
MCO,MCO,Binance,0.01,Unknown,0,0.0
TLM,TLM,Binance,0.01,Unknown,0,0.0
HEI,HEI,Binance,0.01,Unknown,0,0.0
CND,CND,Binance,0.01,Unknown,0,0.0
1000SATS,1000SATS,Binance,0.01,Unknown,0,0.0
GTO,GTO,Binance,0.01,Unknown,0,0.0
ACM,ACM,Binance,0.01,Unknown,0,0.0
YFI,YFI,Binance,0.01,Unknown,0,0.0
UMA,UMA,Binance,0.01,Unknown,0,0.0
MINA,MINA,Binance,0.01,Unknown,0.238374,3.5756099999999997
ASTR,ASTR,Binance,0.01,Unknown,0.02899644,0.43494659999999996
TURBO,TURBO,Binance,0.01,Unknown,0,0.0
AAVEUP,AAVEUP,Binance,0.01,Unknown,0,0.0
BNT,BNT,Binance,0.01,Unknown,0,0.0
CYBER,CYBER,Binance,0.01,Unknown,0,0.0
BCHDOWN,BCHDOWN,Binance,0.01,Unknown,0,0.0
KAIA,KAIA,Binance,0.01,Unknown,0.101897,1.5284550000000001
AUCTION,AUCTION,Binance,0.01,Unknown,0,0.0
FORTH,FORTH,Binance,0.01,Unknown,0,0.0
ICP,ICP,Binance,0.01,Unknown,5.19,77.85000000000001
ALPINE,ALPINE,Binance,0.01,Unknown,0,0.0
XEM,XEM,Binance,0.01,Unknown,0,0.0
ERD,ERD,Binance,0.01,Unknown,0,0.0
DYM,DYM,Binance,0.01,Unknown,0,0.0
BICO,BICO,Binance,0.01,Unknown,0,0.0
FTM,FTM,Binance,0.01,Unknown,0,0.0
PORTO,PORTO,Binance,0.01,Unknown,0,0.0
MASK,MASK,Binance,0.01,Unknown,2.19,32.85
AGLD,AGLD,Binance,0.01,Unknown,0,0.0
HBAR,HBAR,Binance,0.01,Unknown,0.159977,2.399655
CHZ,CHZ,Binance,0.01,Unknown,0.04188279,0.6282418500000001
SUSHI,SUSHI,Binance,0.01,Unknown,0,0.0
QSP,QSP,Binance,0.01,Unknown,0,0.0
SXPDOWN,SXPDOWN,Binance,0.01,Unknown,0,0.0
BDOT,BDOT,Binance,0.01,Unknown,0,0.0
USUAL,USUAL,Binance,0.01,Unknown,0,0.0
COMBO,COMBO,Binance,0.01,Unknown,0,0.0
AI,AI,Binance,0.01,Unknown,0,0.0
GFT,GFT,Binance,0.01,Unknown,0,0.0
EOSBULL,EOSBULL,Binance,0.01,Unknown,0,0.0
UST,UST,Binance,0.01,Unknown,0,0.0
XRPUP,XRPUP,Binance,0.01,Unknown,0,0.0
AERGO,AERGO,Binance,0.01,Unknown,0,0.0
NCASH,NCASH,Binance,0.01,Unknown,0,0.0
ETHDOWN,ETHDOWN,Binance,0.01,Unknown,0,0.0
FILUP,FILUP,Binance,0.01,Unknown,0,0.0
GO,GO,Binance,0.01,Unknown,0,0.0
WBTC,WBTC,Binance,0.01,Unknown,82017,1230255.0
MLN,MLN,Binance,0.01,Unknown,0,0.0
FIO,FIO,Binance,0.01,Unknown,0,0.0
CTXC,CTXC,Binance,0.01,Unknown,0,0.0
BKRW,BKRW,Binance,0.01,Unknown,0,0.0
VTHO,VTHO,Binance,0.01,Unknown,0,0.0
VANRY,VANRY,Binance,0.01,Unknown,0,0.0
FARM,FARM,Binance,0.01,Unknown,0,0.0
REI,REI,Binance,0.01,Unknown,0,0.0
CVP,CVP,Binance,0.01,Unknown,0,0.0
MBL,MBL,Binance,0.01,Unknown,0,0.0
IO,IO,Binance,0.01,Unknown,0,0.0
FDUSD,FDUSD,Binance,0.01,Unknown,0.999001,14.985015
LEND,LEND,Binance,0.01,Unknown,0,0.0
CMT,CMT,Binance,0.01,Unknown,0,0.0
MOVR,MOVR,Binance,0.01,Unknown,0,0.0
QI,QI,Binance,0.01,Unknown,0,0.0
ADX,ADX,Binance,0.01,Unknown,0,0.0
GLM,GLM,Binance,0.01,Unknown,0.2569,3.8535000000000004
RIF,RIF,Binance,0.01,Unknown,0,0.0
SPELL,SPELL,Binance,0.01,Unknown,0,0.0
BTS,BTS,Binance,0.01,Unknown,0,0.0
BOME,BOME,Binance,0.01,Unknown,0,0.0
FET,FET,Binance,0.01,Unknown,0.454009,6.810135000000001
BULL,BULL,Binance,0.01,Unknown,0,0.0
OMG,OMG,Binance,0.01,Unknown,0,0.0
VELODROME,VELODROME,Binance,0.01,Unknown,0,0.0
RAY,RAY,Binance,0.01,Unknown,1.69,25.35
TAO,TAO,Binance,0.01,Unknown,217.3,3259.5
LINKDOWN,LINKDOWN,Binance,0.01,Unknown,0,0.0
ARN,ARN,Binance,0.01,Unknown,0,0.0
POLYX,POLYX,Binance,0.01,Unknown,0,0.0
BNBBEAR,BNBBEAR,Binance,0.01,Unknown,0,0.0
1INCHDOWN,1INCHDOWN,Binance,0.01,Unknown,0,0.0
RPL,RPL,Binance,0.01,Unknown,0,0.0
PORTAL,PORTAL,Binance,0.01,Unknown,0,0.0
BRD,BRD,Binance,0.01,Unknown,0,0.0
AXL,AXL,Binance,0.01,Unknown,0.363639,5.454585
W,W,Binance,0.01,Unknown,0.08336,1.2504000000000002
AUD,AUD,Binance,0.01,Unknown,0,0.0
TOMO,TOMO,Binance,0.01,Unknown,0,0.0
HOOK,HOOK,Binance,0.01,Unknown,0,0.0
LTCUP,LTCUP,Binance,0.01,Unknown,0,0.0
VIC,VIC,Binance,0.01,Unknown,0,0.0
IOTA,IOTA,Binance,0.01,Unknown,0.168033,2.520495
ARDR,ARDR,Binance,0.01,Unknown,0,0.0
REEF,REEF,Binance,0.01,Unknown,0,0.0
GMT,GMT,Binance,0.01,Unknown,0,0.0
BANANAS31,BANANAS31,Binance,0.01,Unknown,0,0.0
BLZ,BLZ,Binance,0.01,Unknown,0,0.0
YFIDOWN,YFIDOWN,Binance,0.01,Unknown,0,0.0
BCN,BCN,Binance,0.01,Unknown,0,0.0
S,S,Binance,0.01,Unknown,0.472094,7.081410000000001
MBOX,MBOX,Binance,0.01,Unknown,0,0.0
AIXBT,AIXBT,Binance,0.01,Unknown,0,0.0
FTT,FTT,Binance,0.01,Unknown,0,0.0
NIL,NIL,Binance,0.01,Unknown,0,0.0
KSM,KSM,Binance,0.01,Unknown,15.64,234.6
GRT,GRT,Binance,0.01,Unknown,0.086995,1.3049250000000001
APE,APE,Binance,0.01,Unknown,0.472079,7.0811850000000005
LEVER,LEVER,Binance,0.01,Unknown,0,0.0
AST,AST,Binance,0.01,Unknown,0,0.0
SAGA,SAGA,Binance,0.01,Unknown,0,0.0
HNT,HNT,Binance,0.01,Unknown,3.05,45.75
FIRO,FIRO,Binance,0.01,Unknown,0,0.0
TUSDB,TUSDB,Binance,0.01,Unknown,0,0.0
YFII,YFII,Binance,0.01,Unknown,0,0.0
MOD,MOD,Binance,0.01,Unknown,0,0.0
GNT,GNT,Binance,0.01,Unknown,0,0.0
DOTUP,DOTUP,Binance,0.01,Unknown,0,0.0
ACX,ACX,Binance,0.01,Unknown,0,0.0
ENJ,ENJ,Binance,0.01,Unknown,0,0.0
AEVO,AEVO,Binance,0.01,Unknown,0,0.0
USDSB,USDSB,Binance,0.01,Unknown,0,0.0
BCHABC,BCHABC,Binance,0.01,Unknown,0,0.0
1MBABYDOGE,1MBABYDOGE,Binance,0.01,Unknown,0,0.0
GTC,GTC,Binance,0.01,Unknown,0,0.0
NFP,NFP,Binance,0.01,Unknown,0,0.0
BSW,BSW,Binance,0.01,Unknown,0,0.0
MANA,MANA,Binance,0.2,ETH,0.244769,73.4307
PYTH,PYTH,Binance,0.01,Unknown,0.140486,2.1072900000000003
BEAR,BEAR,Binance,0.01,Unknown,0,0.0
XRPBEAR,XRPBEAR,Binance,0.01,Unknown,0,0.0
VIBE,VIBE,Binance,0.01,Unknown,0,0.0
THE,THE,Binance,0.01,Unknown,0,0.0
DGD,DGD,Binance,0.01,Unknown,0,0.0
CVC,CVC,Binance,0.01,Unknown,0,0.0
RGT,RGT,Binance,0.01,Unknown,0,0.0
RCN,RCN,Binance,0.01,Unknown,0,0.0
BEAMX,BEAMX,Binance,0.01,Unknown,0,0.0
BAT,BAT,Binance,0.2,ETH,0,0.0
PIVX,PIVX,Binance,0.01,Unknown,0,0.0
XTZUP,XTZUP,Binance,0.01,Unknown,0,0.0
MTL,MTL,Binance,0.01,Unknown,0,0.0
ANIME,ANIME,Binance,0.01,Unknown,0,0.0
ORDI,ORDI,Binance,0.01,Unknown,0,0.0
STEEM,STEEM,Binance,0.01,Unknown,0,0.0
CDT,CDT,Binance,0.01,Unknown,0,0.0
CELR,CELR,Binance,0.01,Unknown,0,0.0
TRIG,TRIG,Binance,0.01,Unknown,0,0.0
EZ,EZ,Binance,0.01,Unknown,0,0.0
BTC,Bitcoin,Bybit,0.0005,BTC,82241,61680.75
ETH,Ethereum,Bybit,0.0005,ETH,1814.38,1360.785
XRP,XRP,Bybit,0.25,XRP,2.08,780.0
USDT,Tether,Bybit,1.0,TRC20,1.002,1503.0
SOL,Solana,Bybit,0.01,SOL,124.6,1869.0
ADA,Cardano,Bybit,1.0,ADA,0.643855,965.7824999999999
DOGE,Dogecoin,Bybit,5.0,DOGE,0.163403,1225.5225
LINK,Chainlink,Bybit,0.35,ETH,13.23,6945.75
DOT,Polkadot,Bybit,0.1,DOT,4.03,604.5
AVAX,Avalanche,Bybit,0.01,AVAXC,18.68,280.2
MATIC,Polygon,Bybit,0.3,MATIC,0.203699,91.66454999999999
SHIB,Shiba Inu,Bybit,30000,ETH,1.217e-05,547.65
TRX,TRON,Bybit,1,TRX,0.233652,350.478
ATOM,Cosmos,Bybit,0.01,ATOM,4.29,64.35
XLM,Stellar,Bybit,0.02,XLM,0.265127,7.95381
VET,VeChain,Bybit,25,VET,0.022489,843.3375
NEAR,NEAR Protocol,Bybit,0.1,NEAR,2.54,381.0
ALGO,Algorand,Bybit,0.01,ALGO,0.17705,2.6557500000000007
ETC,Ethereum Classic,Bybit,0.01,ETC,16.69,250.35000000000005
XTZ,Tezos,Bybit,0.1,XTZ,0.648193,97.22895
EGO,EGO,Bybit,0.01,Unknown,0,0.0
IP,IP,Bybit,0.01,Unknown,4.94,74.10000000000001
PAAL,PAAL,Bybit,0.01,Unknown,0,0.0
SAROS,SAROS,Bybit,0.01,Unknown,0,0.0
EGLD,EGLD,Bybit,0.01,Unknown,16.06,240.89999999999998
APTR,APTR,Bybit,0.01,Unknown,0,0.0
SVL,SVL,Bybit,0.01,Unknown,0,0.0
PARTI,PARTI,Bybit,0.01,Unknown,0,0.0
LUCE,LUCE,Bybit,0.01,Unknown,0,0.0
VEXT,VEXT,Bybit,0.01,Unknown,0,0.0
VELO,VELO,Bybit,0.01,Unknown,0,0.0
SCR,SCR,Bybit,0.01,Unknown,0,0.0
1SOL,1SOL,Bybit,0.01,Unknown,0,0.0
CHRP,CHRP,Bybit,0.01,Unknown,0,0.0
AURORA,AURORA,Bybit,0.01,Unknown,0,0.0
3P,3P,Bybit,0.01,Unknown,0,0.0
XAR,XAR,Bybit,0.01,Unknown,0,0.0
INSP,INSP,Bybit,0.01,Unknown,0,0.0
PURSE,PURSE,Bybit,0.01,Unknown,0,0.0
SHRAP,SHRAP,Bybit,0.01,Unknown,0,0.0
WEMIX,WEMIX,Bybit,0.01,Unknown,0.512042,7.68063
PIP,PIP,Bybit,0.01,Unknown,0,0.0
ATH,ATH,Bybit,0.01,Unknown,0.0294528,0.441792
TAIKO,TAIKO,Bybit,0.01,Unknown,0,0.0
BERA,BERA,Bybit,0.01,Unknown,6.72,100.8
BBSOL,BBSOL,Bybit,0.01,Unknown,0,0.0
SEND,SEND,Bybit,0.01,Unknown,0,0.0
MOVE,MOVE,Bybit,0.01,Unknown,0.405845,6.087675000000001
PENGU,PENGU,Bybit,0.01,Unknown,0.00556962,0.0835443
ME,ME,Bybit,0.01,Unknown,0,0.0
GMX,GMX,Bybit,0.01,Unknown,0,0.0
MX,MX,Bybit,0.01,Unknown,2.82,42.300000000000004
SSV,SSV,Bybit,0.01,Unknown,0,0.0
LAYER,LAYER,Bybit,0.01,Unknown,1.37,20.55
LRC,LRC,Bybit,0.01,Unknown,0,0.0
FIRE,FIRE,Bybit,0.01,Unknown,0,0.0
NOT,NOT,Bybit,0.01,Unknown,0.00226762,0.034014300000000004
FXS,FXS,Bybit,0.01,Unknown,0,0.0
LIS,LIS,Bybit,0.01,Unknown,0,0.0
ZEX,ZEX,Bybit,0.01,Unknown,0,0.0
FLOW,FLOW,Bybit,0.2,ETH,0.379101,113.73030000000001
MXM,MXM,Bybit,0.01,Unknown,0,0.0
DYDX,DYDX,Bybit,0.01,Unknown,0.623906,9.35859
5IRE,5IRE,Bybit,0.01,Unknown,0,0.0
SUI,SUI,Bybit,0.01,Unknown,2.22,33.300000000000004
CGPT,CGPT,Bybit,0.01,Unknown,0,0.0
ESE,ESE,Bybit,0.01,Unknown,0,0.0
ETH3L,ETH3L,Bybit,0.01,Unknown,0,0.0
AGI,AGI,Bybit,0.01,Unknown,0,0.0
PRCL,PRCL,Bybit,0.01,Unknown,0,0.0
GALAXIS,GALAXIS,Bybit,0.01,Unknown,0,0.0
STAT,STAT,Bybit,0.01,Unknown,0,0.0
ZRX,ZRX,Bybit,0.01,Unknown,0,0.0
KAVA,KAVA,Bybit,0.01,Unknown,0.428158,6.42237
SAFE,SAFE,Bybit,0.01,Unknown,0.579922,8.698830000000001
DRIFT,DRIFT,Bybit,0.01,Unknown,0,0.0
INJ,INJ,Bybit,0.01,Unknown,8.65,129.75
HLG,HLG,Bybit,0.01,Unknown,0,0.0
OL,OL,Bybit,0.01,Unknown,0,0.0
BOBA,BOBA,Bybit,0.01,Unknown,0,0.0
SUN,SUN,Bybit,0.01,Unknown,0,0.0
CORE,CORE,Bybit,0.01,Unknown,0.496988,7.45482
OP,OP,Bybit,0.01,Unknown,0.739009,11.085135000000001
SC,SC,Bybit,0.01,Unknown,0,0.0
FLUID,FLUID,Bybit,0.01,Unknown,0,0.0
ARB,ARB,Bybit,0.01,Unknown,0.325536,4.88304
APEX,APEX,Bybit,0.01,Unknown,0,0.0
ZIG,ZIG,Bybit,0.01,Unknown,0,0.0
NFT,NFT,Bybit,0.01,Unknown,4.31542e-07,6.47313e-06
PYUSD,PYUSD,Bybit,0.01,Unknown,1.0,15.0
CMETH,CMETH,Bybit,0.01,Unknown,1929.94,28949.100000000002
AFG,AFG,Bybit,0.01,Unknown,0,0.0
ZENT,ZENT,Bybit,0.01,Unknown,0,0.0
L3,L3,Bybit,0.01,Unknown,0,0.0
LUNC,LUNC,Bybit,0.01,Unknown,6.005e-05,0.0009007500000000001
BCH,BCH,Bybit,0.01,Unknown,299.15,4487.249999999999
ALT,ALT,Bybit,0.01,Unknown,0,0.0
AIOZ,AIOZ,Bybit,0.01,Unknown,0.23902,3.5853
KARATE,KARATE,Bybit,0.01,Unknown,0,0.0
TNSR,TNSR,Bybit,0.01,Unknown,0,0.0
DUEL,DUEL,Bybit,0.01,Unknown,0,0.0
AFC,AFC,Bybit,0.01,Unknown,0,0.0
NS,NS,Bybit,0.01,Unknown,0,0.0
G,G,Bybit,0.01,Unknown,0,0.0
JTO,JTO,Bybit,0.01,Unknown,2.2,33.00000000000001
GSTS,GSTS,Bybit,0.01,Unknown,0,0.0
CORN,CORN,Bybit,0.01,Unknown,0,0.0
SMILE,SMILE,Bybit,0.01,Unknown,0,0.0
BNB,BNB,Bybit,0.01,Unknown,596.61,8949.15
LUNAI,LUNAI,Bybit,0.01,Unknown,0,0.0
COMP,COMP,Bybit,0.01,Unknown,38.95,584.2500000000001
PEOPLE,PEOPLE,Bybit,0.01,Unknown,0,0.0
MKR,MKR,Bybit,0.01,Unknown,1294.58,19418.7
COOK,COOK,Bybit,0.01,Unknown,0,0.0
JUV,JUV,Bybit,0.01,Unknown,0,0.0
G3,G3,Bybit,0.01,Unknown,0,0.0
FLIP,FLIP,Bybit,0.01,Unknown,0,0.0
SAIL,SAIL,Bybit,0.01,Unknown,0,0.0
DOME,DOME,Bybit,0.01,Unknown,0,0.0
KON,KON,Bybit,0.01,Unknown,0,0.0
WELL,WELL,Bybit,0.01,Unknown,0,0.0
AR,AR,Bybit,0.01,Unknown,6.3,94.5
DBR,DBR,Bybit,0.01,Unknown,0,0.0
